country,iso,aluminum_us,aluminum_cn,antimony_us,antimony_cn,beryllium_us,beryllium_cn,bismuth_us,bismuth_cn,cadmium_us,cadmium_cn,chromium_us,chromium_cn,cobalt_us,cobalt_cn,copper_us,copper_cn,gold_us,gold_cn,steel_us,steel_cn,lead_us,lead_cn,lithium_us,lithium_cn,magnesium_us,magnesium_cn,manganese_us,manganese_cn,molybdenum_us,molybdenum_cn,graphite_us,graphite_cn,nickel_us,nickel_cn,niobium_us,niobium_cn,palladium_us,palladium_cn,platinum_us,platinum_cn,ree_us,ree_cn,rhodium_us,rhodium_cn,silver_us,silver_cn,tin_us,tin_cn,titanium_us,titanium_cn,tungsten_us,tungsten_cn,uranium_us,uranium_cn,zinc_us,zinc_cn,zirconium_us,zirconium_cn,beef_us,beef_cn,coffee_us,coffee_cn,maize_us,maize_cn,milk_us,milk_cn,palm_us,palm_cn,pork_us,pork_cn,poultry_us,poultry_cn,rice_us,rice_cn,soy_us,soy_cn,sugar_us,sugar_cn,wheat_us,wheat_cn,coal_us,coal_cn,gas_us,gas_cn,oil_us,oil_cn,trade_us,trade_cn,fdi_us,fdi_cn,student_out_us,student_in_us,student_out_cn,student_in_cn,aid_us,aid_cn,unga_us,unga_cn,arms_ex_us,arms_im_us,arms_ex_cn,arms_im_cn,mil_ex_us,mil_ex_cn
Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,1013625190,2051037094,0,660000000,0,285.13,0,0,0,0.007,0.16,0.8,0.11,0,0,0,9,0
Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10352554.8,274037511,0,500000000,0,105.49,0,0,-0.001,0.001,0.18,0.8,0,0,0,0,4,0
Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074898764,1262273846,0,0,46,198.1,80.25,4.75,0.001,0,0.51,0.49,0.05,0,0,0,0,0
Eswatini (Swaziland),SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,83312255.4,64929623,0,1650000000,0,176.86,0,0,0.017,0,0.26,0.76,0,0,0,0,27,0
Ethiopia,ETH,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127355936,3214733621,0,0,0,1495.29,0,0,0.036,0.047,0.19,0.77,0.05,0,0.26,0,0,0
Fiji,FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,339938759,355222217.4,0,120000000,0,115.58,0,0,0.001,0.024,0.21,0.74,0,0,0,0,0,0
Finland,FIN,0,0,0,0,0,0,0,0,0,0,0.051,0.002,0.034,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.002,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8129470074,7869803318,2635250000,4820000000,386.5,620.85,1985,13.25,0,0,0.46,0.49,0.27,0,0,0,1,0
France,FRA,0.002,0,0.014,0,0.001,0,0,0,0,0.002,0.003,0,0.014,0,0,0,0,0,0.003,0,0.002,0,0,0,0.004,0,0.008,0.001,0,0,0.001,0,0.001,0,0,0,0,0,0.003,0,0.048,0.003,0.001,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.031,0,0,0,0.002,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,1.03E+11,52007904988,81330750000,2855000000,3320.25,7208.55,24824.25,48,0,0,0.57,0.42,0.57,0.12,0,0.13,21,12
Gabon,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,892036501,1938271064,0,100000000,0,403.3,0,0,0,0.006,0.19,0.76,0,0,0,0,66,0
"Gambia, the",GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65273151.3,412777843.6,0,0,0,301.51,0,12,0.007,0,0.15,0.8,0,0,0,0,4,0
Georgia,GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960022620,893962558.6,0,170000000,19.75,500.83,2.75,0,0.031,0,0.43,0.51,0.17,0,0,0,0,0
Germany,DEU,0,0,0,0,0,0,0.004,0,0.032,0.01,0.007,0,0.005,0,0.001,0.003,0,0.001,0.009,0.001,0.001,0,0.002,0,0.007,0,0,0,0,0,0.007,0,0,0,0.013,0,0.048,0.046,0.096,0.007,0.022,0,0.046,0.085,0.004,0.002,0.001,0,0.039,0.001,0.059,0.001,0,0,0,0,0.001,0,0,0,0.038,0.002,0,0,0.001,0.076,0,0,0,0.006,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,2.03E+11,1.63E+11,1.26E+11,5780000000,3123.25,8351.96,16235.75,59.5,0,0,0.52,0.48,0.28,0.24,0,0.01,21,4
Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,2022245245,5999172071,0,930000000,146.5,2910.48,24,12.5,0.008,0.007,0.27,0.74,0.04,0,0.38,0,57,1
Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551601456,4359991074,804750000,1820000000,44.75,2043.82,10.5,12.5,0,0,0.46,0.52,0.14,0,0,0,4,2
Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164720068.6,10091714.8,0,0,2271.75,183.52,4.5,0,0.002,0.007,0.25,0.8,0,0,0,0,9,0
Guatemala,GTM,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.006,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.024,0.01,0,0,0,0,0,0,0,0,14383993063,1968562292,0,0,0,1221.1,0,0,0.006,0,0.3,0.71,0,0,0,0,4,0
Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224957501.4,1583716972,0,1497500000,0,87.99,0,0,0.007,0.009,0.23,0.8,0,0,0,0,7,0
Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034369.13,37329250,0,185000000,0,13.95,0,10.25,0.011,0.001,0.25,0.77,0,0,0,0,2,0
Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,1063413361,206134766.8,0,0,0,242.06,0,0,0.011,0.013,0.22,0.8,0,0,0,0,1,0
Haiti,HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2969220944,437976176.6,0,240000000,0,962.34,0,0,0.155,0,0.35,0.78,0,0,0,0,4,0
Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.001,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,13638901137,877695759.4,1202500000,0,78.75,1823.23,3.25,0,0.01,0,0.3,0.64,0.05,0,0,0,3,0
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8119036307,8903596966,6890250000,210000000,527.75,684.65,680.5,6.25,0,0,0.51,0.48,0.09,0,0,0,8,1
Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070429472,213495681.4,0,0,85,373.53,24,0,0,0,0.47,0.52,0,0,0,0,17,0
India,IND,0.005,0.001,0.037,0,0,0,0,0,0,0,0.014,0.026,0.001,0,0,0.021,0,0,0.004,0,0.015,0,0.001,0,0,0,0.006,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0.001,0,0.011,0,0,0,0.004,0.006,0,0.011,0,0,0.002,0.001,0,0,0,0,0,0.002,0,0,0,0,0.024,0,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,84161000000,72424976531,37923500000,1857500000,983.5,109664.07,405.75,284.5,0,0,0.17,0.73,0.16,0,0,0,1,14
Indonesia,IDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.01,0,0,0,0,0,0,0,0,0,0.034,0,0,0.047,0.061,0,0,0,0,0.504,0.601,0,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0.025,0,0.012,0.002,0.002,32690000000,60598200171,15376500000,5877500000,0,8274.12,0,246.75,0.001,0.001,0.19,0.77,0.15,0,0.07,0,15,14
Iran,IRN,0,0.001,0,0.001,0,0,0,0,0,0,0,0.032,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,403567698.8,38695874421,0,2722500000,9.25,10025.49,50.75,34.25,0,0.001,0.12,0.79,0,0,0.06,0,24,4
Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.057,12758959564,22864689467,0,1127500000,0,1487.42,0,1,0.016,0,0.19,0.81,0.54,0,0,0,0,0
Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54513000000,7884038355,3.62E+11,3400000000,1317,1049.94,1741.25,0.5,0,0,0.43,0.5,0,0,0,0,2,0
Israel,ISR,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45925000000,11519248510,14407500000,2390000000,1037.5,2254.8,42,3,0.022,0,0.87,0.19,0.45,0.07,0,0,4,0
Italy,ITA,0.001,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.002,0.075,0.003,0.004,0,0.017,0.008,0.002,0.006,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0.006,0.009,0,0,0,0.002,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,73431000000,45758112448,30663250000,5222500000,506,4252.11,11863.75,42.75,0,0,0.49,0.51,0.58,0.03,0,0,3,1
Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,3557093091,586891545.6,0,705000000,0,2516.34,0,0,0.004,0.018,0.26,0.78,0.04,0,0,0,37,0
Japan,JPN,0,0,0.009,0,0,0,0,0.001,0,0.018,0.003,0,0.093,0.004,0.002,0.021,0.001,0.002,0.016,0.007,0,0,0,0.004,0.002,0,0,0,0.001,0,0.03,0.001,0.008,0.008,0,0,0.016,0.046,0.006,0.048,0.102,0.002,0.001,0.029,0,0.005,0.001,0.001,0.204,0.003,0.006,0.001,0,0,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46E+11,2.96E+11,1.16E+11,1453333333,2041.75,16904.97,82681.5,36.75,0,0,0.41,0.53,0.91,0,0,0,7,6
Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453091186,3438489137,0,907500000,134,2130.63,156.5,0,0.061,0,0.22,0.77,0.32,0.01,0.03,0,43,0
Kazakhstan,KAZ,0.001,0,0,0.003,0.03,0.018,0,0.011,0,0.084,0.088,0.045,0,0,0,0.017,0,0,0,0,0.013,0.004,0,0,0.003,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.006,0,0,0.063,0,0,0.021,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0.01,2514113520,19275670830,0,2510000000,4.75,1941.56,866,0.5,0.002,0.006,0.23,0.8,0.01,0,0.01,0,2,11
Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.034,0,0,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919924347,5035448348,0,2570000000,0,3176.81,0,2,0.033,0.018,0.2,0.78,0.26,0,0.35,0,5,0
Kiribati,KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10953802.67,27843203.6,0,0,0,65.86,0,0,0,0,,,0,0,0,0,3,0
Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.025,12958952026,11676893473,0,1417500000,0,7509.38,0,0,0,0,0.19,0.77,0.91,0,0,0,0,0
Kyrgyzstan,KGZ,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91774772.9,5175371515,0,2170000000,0,226.49,273.75,1,0.025,0.063,0.17,0.82,0,0,0,0,2,6
Laos,LAO,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,98453222.8,2898806568,0,3492500000,0,52.39,79.25,0,0.003,0.193,0.16,0.79,0,0,0.62,0,3,1
Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963086682,1324837429,0,110000000,49.25,268.29,17.75,1.25,0.001,0,0.51,0.49,0.59,0,0,0,1,0
Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090388639,2324234650,0,0,0,1312.49,0,0,0.011,0,0.19,0.8,0.86,0,0,0,36,0
